,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
4266,-118.32,34.1,28,-0.400688504,716,1463,620,1.7306,1,2.8370967742,0.4070494599,2.5666666667,450000
4268,-118.3,34.1,25,0.592184312,1715,4865,1612,1.6112,1,2.435483871,0.4368313805,15.8986928105,262500
4270,-118.31,34.1,33,-0.8556597575,347,918,305,1.705,1,2.5114754098,0.453002611,2.5359116022,350000
4271,-118.33,34.1,48,-0.6952972815,524,1610,483,1.625,1,2.3105590062,0.4695340502,5.4208754209,237500
4272,-118.33,34.1,45,-0.3301290146,696,1552,611,2.0888,1,3.1309328969,0.3638264506,1.9720457433,237500
4273,-118.32,34.1,43,-0.4666662085,734,1460,644,1.4005,1,2.5077639752,0.4544891641,4.3195266272,193800
4274,-118.32,34.09,34,-0.0735490529,1171,2655,1083,1.6331,1,2.2834718375,0.4735139507,7.8550295858,162500
4275,-118.33,34.09,30,-0.4373427843,682,1445,579,2.1403,1,2.8998272884,0.4061941632,3.5679012346,200000
4276,-118.33,34.1,29,-0.8712378266,288,691,278,2.1866,1,2.6330935252,0.393442623,2.3344594595,250000
4277,-118.31,34.1,34,-1.0238112681,141,482,134,1.625,1,2.9776119403,0.3533834586,1.3205479452,67500
4278,-118.31,34.09,34,-0.2604858821,839,2626,775,1.8214,1,2.664516129,0.4062953995,18.8920863309,211100
4279,-118.31,34.09,28,-0.8767359687,267,891,265,1.8977,1,2.7169811321,0.3708333333,0.9653304442,100000
4282,-118.32,34.09,27,-1.1104070052,98,332,112,2.5556,1,1.875,0.4666666667,0.9247910864,175000
4283,-118.32,34.1,36,-0.4483390683,690,1957,633,1.7325,1,2.6145339652,0.416918429,3.1717990276,221900
4284,-118.32,34.09,34,-0.5294366634,675,1976,653,2.0557,1,2.2633996937,0.4566982409,4.7159904535,225000
4285,-118.32,34.1,31,-0.921637462,229,597,227,1.5284,1,2.7400881057,0.3681672026,1.4596577017,200000
4286,-118.32,34.1,30,-0.2018390337,965,2197,836,1.8277,1,2.6232057416,0.4400364797,10.0319634703,137500
4287,-118.32,34.1,52,-0.8464961875,270,756,273,2.2311,1,2.8791208791,0.3435114504,1.467961165,206300
4288,-118.3,34.1,29,0.3525569549,1367,3432,1174,1.7083,1,2.898637138,0.4017043785,46.3783783784,166700
4289,-118.3,34.09,40,0.1944853714,1215,3953,1223,1.8156,1,2.5004088307,0.3973185088,8.943438914,218800
4290,-118.31,34.09,36,-0.846038009,420,1506,360,1.2412,1,2.1861111111,0.5336721728,7.8848167539,216700
4291,-118.3,34.1,38,-0.2595695251,914,2717,853,1.7641,1,2.4232121923,0.4421867441,8.3088685015,250000
4292,-118.3,34.1,36,-0.1601447899,899,1964,839,1.9297,1,2.7222884386,0.3936077058,10.7912087912,203300
4293,-118.29,34.09,34,0.0377883234,1114,2991,1021,1.7514,1,2.6601371205,0.4101620029,10.5689045936,187500
4294,-118.3,34.09,36,-0.1381522218,993,3155,927,2.2612,1,2.5156418554,0.4258147513,6.8142548596,230400
4295,-118.29,34.1,39,-0.9175138554,298,744,274,2.7054,1,2.302919708,0.4722662441,1.9476439791,162500
4297,-118.28,34.09,38,-0.8446634734,275,664,194,3.0357,1,4.0721649485,0.3481012658,1.1487889273,175000
4298,-118.29,34.09,43,-0.4813279206,658,1941,614,1.9835,1,2.5781758958,0.4156664561,3.4537366548,225000
4299,-118.29,34.09,28,-0.4909496691,648,1974,597,1.9766,1,2.6164154104,0.4148527529,4.8382352941,112500
4302,-118.29,34.09,39,-1.0526765138,173,586,151,1.8056,1,2.2251655629,0.5148809524,1.0244755245,262500
4303,-118.29,34.09,52,-0.623821435,322,984,353,1.9063,1,3.6033994334,0.2531446541,2.9112426036,261600
4304,-118.3,34.09,29,0.2801647515,1190,3906,1102,2.1927,1,2.944646098,0.3667180277,11.4545454545,253300
4305,-118.3,34.09,25,-0.1321959013,852,2860,862,1.4497,1,2.7204176334,0.363326226,6.2309368192,205600
4306,-118.3,34.09,32,-0.1977154272,674,2178,635,2.0307,1,3.4677165354,0.3060853769,6.4821428571,226700
4307,-118.31,34.09,36,-0.0533891987,842,2446,689,2.1524,1,3.6531204644,0.3345252284,5.0746887967,187500
4308,-118.31,34.09,30,0.2435104712,1263,3678,1141,2,1,2.7738825592,0.3990521327,31.7068965517,240600
4309,-118.31,34.09,42,-0.3127182314,846,2500,813,1.5195,1,2.3997539975,0.4336237827,17.0068027211,218200
4310,-118.32,34.09,44,0.0148793982,435,2297,726,1.676,1,3.6721763085,435,11.485,208800
4311,-118.32,34.09,30,-0.3493725117,766,2595,819,2.0044,1,2.2844932845,0.4094067344,19.5112781955,212500
4312,-118.32,34.09,28,-0.2110026038,819,2548,763,1.879,1,2.8479685452,0.3768982973,12.6766169154,218800
4313,-118.33,34.09,36,-0.9069757499,186,416,138,3.6953,1,4.7391304348,0.2844036697,0.962962963,200000
4314,-118.33,34.09,36,-0.9495863506,180,340,127,1.4375,1,4.4173228346,0.320855615,0.7538802661,165000
4315,-118.33,34.09,40,-0.2884347708,687,1514,542,1.9911,1,3.6974169742,0.3428143713,2.6058519793,220000
4316,-118.34,34.09,5,0.0144212197,954,1733,766,2.3568,1,3.4791122715,0.3579737336,5.1577380952,204700
4318,-118.34,34.08,50,0.3772985941,854,1584,841,3.1078,1,4.1105826397,0.2470350014,6.2117647059,346700
4320,-118.34,34.08,52,-0.5514292315,186,547,178,10.3661,1,8.0337078652,0.1300699301,1.4319371728,500001
4321,-118.35,34.09,47,-0.3819031854,546,921,478,2.8021,1,3.7656903766,0.3033333333,2.7909090909,280600
4322,-118.35,34.08,52,-0.7470714523,200,514,204,3.8472,1,4.9166666667,0.1994017946,1.925093633,395700
4323,-118.35,34.08,52,-0.2499477765,388,908,375,3.8141,1,5.568,0.1858237548,1.9653679654,342000
4324,-118.35,34.09,42,-0.1940499992,643,1228,605,2.5982,1,3.652892562,0.2909502262,2.3479923518,315800
4325,-118.35,34.08,52,-0.4231392507,350,727,355,4.5833,1,4.8169014085,0.2046783626,2.0250696379,333900
4326,-118.36,34.08,52,-0.3063037324,480,794,451,3.2824,1,4.3569844789,0.2442748092,2.1576086957,304800
4327,-118.32,34.08,52,-0.6733047133,257,575,251,3.125,1,4.6374501992,0.220790378,1.3248847926,380400
4328,-118.33,34.08,52,-0.392441291,454,671,439,3.5083,1,4.0478359909,0.2554867755,1.5284738041,500001
4329,-118.33,34.08,50,0.1628710547,832,1345,775,3.2426,1,3.8567741935,0.2783539645,4.3527508091,442900
4330,-118.31,34.08,30,-0.5697563716,457,1460,423,2.2422,1,3.2860520095,0.3287769784,5.0171821306,254500
4331,-118.31,34.08,31,-0.1642683965,823,2189,720,1.7542,1,3.1597222222,0.3617582418,9.1208333333,287500
4332,-118.32,34.08,46,-0.2728567017,534,1250,525,2.4196,1,3.8819047619,0.2620215898,4.9212598425,358100
4333,-118.31,34.08,23,-0.545472911,521,1264,450,2.7543,1,3.2066666667,0.3610533611,2.4980237154,220000
4334,-118.32,34.08,52,-0.6856755329,304,754,297,3.37,1,3.8282828283,0.2673702726,1.3416370107,330300
4335,-118.32,34.08,52,-0.1207414387,473,1053,434,4.1429,1,5.4608294931,0.1995780591,2.7209302326,380300
4336,-118.3,34.08,34,-0.0607200548,1047,3326,970,1.8771,1,2.5783505155,0.418632547,70.7659574468,247500
4337,-118.3,34.08,36,-0.621988721,503,1502,450,2.1766,1,2.8355555556,0.394200627,2.3765822785,205600
4338,-118.31,34.08,27,-0.5129422373,510,1603,518,2.8971,1,2.9227799228,0.3368560106,3.578125,251100
4339,-118.31,34.08,26,-0.4694152795,534,1868,497,2.7038,1,3.2374245473,0.3318831572,4.7774936061,227100
4340,-118.29,34.08,34,-0.9871569879,182,557,170,1.525,1,2.8176470588,0.3799582463,0.5832460733,210000
4341,-118.29,34.08,23,-0.3525797612,937,2795,858,1.8495,1,2.1724941725,0.5026824034,6.4400921659,212500
4342,-118.3,34.08,34,-0.4909496691,651,1774,559,1.5685,1,2.7942754919,0.4167733675,2.7250384025,225000
4343,-118.3,34.08,32,0.1129295979,1063,3646,1028,2.3846,1,2.8015564202,0.3690972222,10.7235294118,258300
4344,-118.29,34.08,25,-0.0799635519,823,2635,763,2.4,1,3.2228047182,0.3346888979,8.1076923077,173900
4345,-118.29,34.08,38,-1.0325166597,130,445,140,1.9286,1,2.7142857143,0.3421052632,1.1439588689,137500
4347,-118.36,34.12,26,0.5811880279,610,1468,632,8.5136,1,6.1740506329,0.1563300871,5.2428571429,500001
4348,-118.35,34.11,33,2.2196343547,1678,2701,1500,4.1717,1,4.9853333333,0.2243915485,5.467611336,500001
4349,-118.36,34.11,35,0.6013478821,695,1361,620,6.5195,1,6.364516129,0.1761277243,4.3903225806,500001
4350,-118.38,34.11,38,-0.0149022045,523,870,474,7.1134,1,5.4873417722,0.201076509,1.0740740741,416700
4351,-118.37,34.11,42,1.3216044888,979,1863,957,8.5842,1,5.7659352142,0.1774193548,2.6463068182,500001
4352,-118.36,34.1,36,0.1509584136,838,1129,745,2.5588,1,3.9771812081,0.2828214647,3.2536023055,500001
4353,-118.37,34.1,37,-1.0201458401,67,100,47,15.0001,1,8.6595744681,0.1646191646,0.1694915254,500001
4354,-118.38,34.1,39,0.5335374636,586,975,525,9.3092,1,7.2342857143,0.1542917325,1.5354330709,500001
4355,-118.39,34.1,30,1.6844818632,957,1776,880,8.944,1,7.1704545455,0.1516640254,12.2482758621,500001
4356,-118.39,34.09,41,-0.8721541836,126,230,125,4.3214,1,5.84,0.1726027397,0.44921875,500001
4357,-118.36,34.09,38,-0.2178752813,582,1061,577,2.9643,1,3.740034662,0.2696941613,1.7892074199,355300
4359,-118.37,34.08,52,0.1431693791,695,1258,650,3.9783,1,4.5323076923,0.2359131025,1.5784190715,374100
4360,-118.37,34.08,22,0.1715764462,938,1224,816,3.2149,1,3.6862745098,0.3118351064,2.8465116279,300000
4361,-118.37,34.09,31,0.0290829318,706,1059,689,2.8942,1,3.9143686502,0.2617723396,1.9538745387,500001
4362,-118.36,34.08,45,-0.2009226767,483,1265,455,3.3864,1,4.8241758242,0.2200455581,5.1422764228,397900
4363,-118.37,34.08,52,-0.5349348054,254,600,253,5.7524,1,5.7944664032,0.173260573,0.8141112619,393600
4364,-118.37,34.08,52,-0.6412322181,223,543,213,6.0338,1,5.79342723,0.180713128,0.8497652582,423700
4365,-118.26,34.1,48,-0.0309384521,571,1421,563,3.6579,1,4.5577264654,0.2225253313,2.6560747664,318600
4366,-118.26,34.1,52,-0.6064106519,263,689,208,4.0721,1,6.2980769231,0.2007633588,1.1717687075,350000
4367,-118.27,34.1,51,0.2361796152,519,1082,510,6.4459,1,6.1745098039,0.1648142267,1.362720403,421600
4368,-118.27,34.1,41,0.5019231469,740,1364,707,5.7778,1,5.2743988685,0.1984446232,1.8813793103,412700
4369,-118.27,34.11,41,0.6893181547,1130,1859,1030,2.978,1,4.0174757282,0.273078782,3.6167315175,306800
4370,-118.28,34.11,46,-0.6769701413,203,514,213,4.2019,1,5.4272300469,0.1756055363,0.9328493648,352100
4371,-118.28,34.11,52,-0.2737730587,348,775,332,5.4122,1,6.1325301205,0.1709233792,0.5579553636,397500
4372,-118.28,34.11,52,-0.3805286499,437,787,388,4.5781,1,4.6469072165,0.2423738214,0.9357907253,360500
4373,-118.28,34.1,44,0.0432864654,585,1227,567,4.0602,1,4.811287478,0.2144428152,2.9781553398,324000
4374,-118.27,34.1,50,-0.238493314,398,793,418,4.7132,1,5.0550239234,0.1883577851,0.6016691958,304600
4376,-118.28,34.1,48,-0.8377907959,246,633,235,2.3421,1,3.4255319149,0.3055900621,0.431787176,200000
4377,-118.28,34.1,49,0.0959769932,880,2004,796,2.7875,1,3.5716080402,0.3095321843,1.0814894765,217300
4378,-118.27,34.09,48,-0.5069859167,295,589,286,4.1667,1,5.3391608392,0.19318926,1.5459317585,344800
4379,-118.27,34.09,52,0.2710011814,763,1559,710,3.9674,1,4.5422535211,0.2365891473,2.4746031746,268800
4380,-118.28,34.09,52,-0.1651847535,663,1480,597,2.3333,1,3.8073701843,0.2916849978,1.9220779221,196500
4381,-118.27,34.09,52,-0.1404431143,555,1048,491,3.7847,1,4.7393075356,0.2385045122,1.1567328918,252300
4382,-118.26,34.09,51,-0.5046950242,366,669,333,3.6434,1,4.6006006006,0.2389033943,2.4869888476,278800
4383,-118.26,34.09,36,0.3983748052,833,2652,788,3.8448,1,4.4454314721,0.2377961747,8.7524752475,241400
4384,-118.27,34.09,52,-0.7122498861,222,439,201,4.625,1,5.368159204,0.2057460612,0.6774691358,230800
4385,-118.27,34.09,44,0.4638943312,912,1783,861,2.9709,1,4.2346109175,0.2501371366,2.951986755,225000
4386,-118.26,34.08,52,-0.7557768439,276,994,260,2.3816,1,3.7846153846,0.2804878049,1.2809278351,166700
4387,-118.26,34.08,41,-0.5670073006,360,1069,363,2.4375,1,3.8457300275,0.2578796562,0.512464046,203300
4388,-118.26,34.08,46,-0.7736458055,250,910,252,3.5039,1,3.75,0.2645502646,0.8939096267,187500
4390,-118.26,34.07,36,-0.1500648629,813,2823,765,2.0214,1,3.014379085,0.3525585429,11.7136929461,170500
4391,-118.26,34.07,28,-0.9413391376,184,673,202,2.625,1,2.8663366337,0.3177892919,1.9065155807,187500
4392,-118.27,34.07,27,-0.6613920722,435,1795,422,1.7016,1,2.8199052133,435,12.5524475524,160000
4393,-118.27,34.08,38,-0.1688501815,801,2899,792,2.5521,1,2.8598484848,0.3536423841,40.2638888889,157500
4394,-118.27,34.08,46,0.1711182677,854,2587,814,2.7179,1,3.6941031941,0.2840039907,9.8365019011,184300
4395,-118.28,34.08,42,-0.7498205233,374,982,372,2.9423,1,2.6801075269,0.3751253761,1.8633776091,200000
4398,-118.27,34.07,38,-0.624737792,556,1692,450,1.87,1,2.8222222222,0.4377952756,2.3898305085,170800
4399,-118.28,34.08,42,-0.4652916729,522,1454,440,3.1607,1,3.6772727273,0.3226205192,5.2872727273,182000
4400,-118.28,34.09,52,-0.4098520741,464,938,482,2.4429,1,3.6078838174,0.2668200115,1.9623430962,228800
4402,-118.28,34.08,40,-0.4597935309,543,1568,510,2.7366,1,3.1960784314,0.3331288344,1.090403338,169100
4403,-118.28,34.09,49,0.5472828187,1197,2862,1009,2.4677,1,3.7938553023,0.3126959248,11.1361867704,219200
4404,-118.23,34.07,35,-0.5949561893,440,1586,445,1.9722,1,3,0.329588015,2.7922535211,156300
4405,-118.23,34.07,40,-0.9747861683,119,397,114,3.1944,1,4.4385964912,0.2351778656,0.8981900452,143800
4406,-118.24,34.08,52,-1.156683034,20,86,24,4.9844,1,4.5416666667,0.1834862385,0.2097560976,187500
4407,-118.24,34.08,52,-1.1438540359,26,65,24,4.025,1,5.7083333333,0.1897810219,0.4577464789,137500
4408,-118.23,34.09,47,-0.8130491567,239,913,234,2.6442,1,3.6709401709,0.2782305006,1.9221052632,136100
4409,-118.23,34.09,49,-0.4561281029,456,1500,430,2.6923,1,3.8093023256,0.2783882784,0.7352941176,150000
4410,-118.23,34.09,45,-0.4061866461,484,1680,441,2.6051,1,3.9614512472,0.2770463652,5.7337883959,155500
4411,-118.25,34.09,52,-0.2673585596,429,957,418,3.5603,1,4.9043062201,0.2092682927,4.1973684211,210000
4412,-118.25,34.09,52,-1.1589739265,20,32,17,3.75,1,6.1176470588,0.1923076923,0.0659793814,241700
4413,-118.25,34.08,44,-0.553720124,438,1121,374,2.1108,1,3.8101604278,0.3073684211,1.4065244668,200000
4414,-118.25,34.08,47,-0.2293297439,689,2104,662,2.6136,1,3.2220543807,0.3230192218,6.6163522013,169200
4415,-118.25,34.09,43,-0.3347107996,635,1919,613,2.6336,1,3.1044045677,0.3336836574,3.1877076412,174300
4417,-118.26,34.08,50,-0.3860267919,660,2183,675,1.7945,1,2.6533333333,0.3685092127,6.5951661631,166700
4418,-118.26,34.08,45,-0.2105444253,627,1992,557,2.5428,1,3.9030520646,0.2884084637,6.2056074766,167800
4419,-118.25,34.09,52,0.2329723656,765,1728,682,3.1864,1,4.6070381232,0.2434754933,5.7408637874,189800
4421,-118.26,34.07,46,-0.1340286153,703,2371,648,2.4038,1,3.612654321,0.3002990175,3.1156373193,181700
4423,-118.25,34.07,47,-0.2632349531,618,2033,544,1.9028,1,3.7849264706,0.3001457018,8.2307692308,217900
4424,-118.25,34.07,43,-0.8565761145,322,1275,306,2,1,2.4967320261,0.4214659686,4.6875,175000
4425,-118.25,34.06,20,-1.1878391722,17,87,25,1.5491,1,1.64,0.4146341463,0.3063380282,225000
4426,-118.24,34.07,27,-1.1044506847,80,249,82,1.6136,1,2.7195121951,0.3587443946,0.536637931,137500
4428,-118.25,34.07,16,-0.8771941472,225,801,218,2.3942,1,3.2981651376,0.3129346314,1.4303571429,133300
4429,-118.22,34.09,40,-0.7113335291,282,970,263,1.875,1,4.1102661597,0.2608695652,1.3936781609,150000
4430,-118.22,34.08,31,-1.0261021606,117,573,131,1.8173,1,3.0076335878,0.2969543147,0.375984252,154200
4431,-118.22,34.08,34,-0.4235974292,562,2105,503,1.9704,1,3.3976143141,0.3288472791,6.7252396166,152100
4432,-118.19,34.08,38,-0.6380249686,298,1055,263,2.3409,1,4.7186311787,0.2401289283,1.1814109742,115500
4434,-118.2,34.07,21,-0.5867089762,380,1688,367,1.9937,1,3.6866485014,0.280857354,1.2885496183,139600
4435,-118.2,34.07,34,-0.397939433,551,2203,500,2.2708,1,3.53,0.3121813031,14.9863945578,159600
4436,-118.21,34.08,39,-0.7548604869,361,1347,299,2.2907,1,3.2976588629,0.3661257606,1.3376365442,133900
4438,-118.2,34.09,39,-0.476287957,430,1668,378,2.5343,1,4.2169312169,0.269761606,6.4651162791,138200
4439,-118.2,34.08,41,-0.3786959359,429,1699,424,2.2222,1,4.2617924528,0.2374100719,2.6464174455,126000
4440,-118.19,34.1,39,-0.2655258456,423,1205,403,4.239,1,5.0967741935,0.20593963,3.9379084967,213000
4441,-118.21,34.08,52,0.4758069722,808,3062,764,2.6806,1,4.8062827225,0.220043573,5.5370705244,153000
4442,-118.21,34.09,39,-0.6169487574,353,1171,345,1.6118,1,3.7304347826,0.2742812743,1.8126934985,138500
4443,-118.21,34.09,39,-0.4914078476,445,1780,391,2.4632,1,3.9923273657,0.2850736707,6.8461538462,144200
4444,-118.21,34.09,37,-0.3718232583,498,1961,506,1.9881,1,3.6007905138,0.2733260154,3.2847571189,159200
4445,-118.22,34.07,35,-0.5175240223,477,2059,498,2.0133,1,3.0200803213,0.3171542553,3.6637010676,145800
4446,-118.22,34.07,36,-0.8222127268,250,1079,245,1.7463,1,3.4244897959,0.2979737783,4.5336134454,158300
4447,-118.21,34.07,31,-0.7131662431,300,1198,274,2.1333,1,3.9306569343,0.278551532,3.2204301075,160200
4448,-118.21,34.07,52,-0.3956485405,435,1848,439,2.4135,1,4.0318906606,435,6.623655914,167200
4449,-118.21,34.07,47,-0.5899162258,383,1452,371,1.7292,1,3.628032345,0.2845468053,3.3925233645,191700
4450,-118.21,34.07,31,-0.5408911259,404,1486,389,2.3859,1,3.735218509,0.2780454233,3.2164502165,153100
4452,-118.21,34.06,29,-0.5294366634,413,1580,394,1.8781,1,3.7512690355,0.2794316644,4.553314121,147500
4453,-118.16,34.09,36,0.3209426382,920,2881,800,2.1696,1,4.1675,0.275944811,14.405,170800
4454,-118.17,34.1,48,-0.0547637342,595,2484,601,3.1146,1,4.1830282862,0.2366746221,6.8054794521,142500
4455,-118.17,34.1,37,-1.0696291184,89,318,92,1.3125,1,3.25,0.2976588629,0.99375,145800
4456,-118.17,34.09,45,-0.5986216173,271,1069,284,3.3977,1,4.6725352113,0.2042200452,2.2505263158,153800
4457,-118.18,34.09,40,0.0506173214,708,2747,674,2.6226,1,4.0712166172,0.2580174927,6.0373626374,148800
4458,-118.18,34.09,44,-0.4332191777,426,1605,384,3.3785,1,4.3958333333,0.2523696682,3.34375,184900
4459,-118.19,34.09,41,-0.2490314195,530,2043,537,1.9706,1,3.8919925512,0.2535885167,2.8296398892,144200
4463,-118.18,34.1,8,-0.6952972815,267,435,235,4.9231,1,4.7489361702,0.2392473118,1.013986014,230900
4464,-118.18,34.08,35,-0.1867191431,602,2230,549,2.9167,1,4.0546448087,0.2704402516,2.0978363123,129300
4465,-118.19,34.08,35,-0.4946150971,381,1487,374,1.9038,1,4.1550802139,0.2451737452,2.5593803787,139500
4466,-118.19,34.07,38,0.1518747706,665,2128,650,3.0241,1,4.5615384615,0.2242833052,4.0923076923,166300
4467,-118.19,34.07,42,-0.4941569186,337,1152,348,3.375,1,4.4683908046,0.2167202572,3.5776397516,169600
4469,-118.16,34.09,33,-0.5124840588,415,1345,346,2.375,1,4.3786127168,0.2739273927,1.8324250681,175000
4470,-118.16,34.09,50,-0.4882005981,302,1093,333,3.1442,1,4.7087087087,0.1926020408,2.5900473934,162100
4471,-118.17,34.09,36,0.1981507994,797,3097,780,2.5523,1,3.9307692308,0.2599478147,7.5536585366,156500
4472,-118.17,34.09,33,0.1253004174,797,3212,793,2.2348,1,3.6658259773,0.2741658067,7.2505643341,146600
4473,-118.18,34.08,31,-0.6027452239,311,1164,289,2.9939,1,4.5605536332,0.2359635812,1.394011976,135500
4476,-118.17,34.08,39,-0.846038009,181,731,179,3.2279,1,4.3966480447,0.2299872935,1.9136125654,158500
4478,-118.18,34.07,28,-0.0080295269,630,2218,621,2.6842,1,4.2125603865,0.2408256881,4.689217759,156000
4479,-118.17,34.07,19,-0.2215407093,544,1510,467,3.4952,1,4.6038543897,0.2530232558,5.5925925926,150000
4481,-118.17,34.07,37,-0.6774283198,225,814,241,3.875,1,4.7925311203,0.1948051948,2.8763250883,148500
4483,-118.19,34.06,32,-0.9523354217,159,748,163,1.9762,1,3.4049079755,0.2864864865,2.606271777,137500
4484,-118.19,34.06,47,-0.1418176498,658,3020,594,1.1868,1,3.9124579125,0.2831325301,6.6373626374,93800
4485,-118.2,34.06,46,-0.999069629,119,533,132,2.2961,1,3.4318181818,0.2626931567,0.917383821,112500
4487,-118.2,34.05,8,-0.8574924715,204,728,174,2.4886,1,4.3793103448,0.2677165354,0.6979865772,137500
4488,-118.19,34.05,46,-0.7250788842,302,1435,305,1.6667,1,3.4459016393,0.2873453853,3.7467362924,133600
4489,-118.2,34.05,36,0.0176284692,675,2883,674,2.0885,1,3.9643916914,0.2526197605,7.0661764706,142800
4490,-118.19,34.05,37,-1.0467201933,79,276,64,3.2125,1,5.453125,0.2263610315,0.6509433962,125000
4491,-118.2,34.06,46,-1.0595491914,101,401,86,2.1029,1,3.7325581395,0.3146417445,0.5283267457,109400
4492,-118.21,34.06,30,-0.9724952758,153,1152,149,2.3611,1,3.4295302013,0.2994129159,2.7042253521,156800
4495,-118.21,34.06,52,-0.9912805944,115,434,123,2.095,1,3.8211382114,0.2446808511,0.5864864865,109100
4496,-118.22,34.06,34,-0.7104171721,364,1132,338,2.2344,1,3.2041420118,0.3361034164,2.3534303534,153100
4498,-118.22,34.05,41,-0.5550946595,478,1640,434,1.6122,1,3.2764976959,0.3361462729,0.8122833086,157100
4499,-118.21,34.05,26,-0.8652815061,258,694,236,1.3846,1,3.156779661,0.3463087248,0.8013856813,129200
4500,-118.21,34.05,28,-0.7122498861,306,1358,285,2.52,1,3.7859649123,0.2835959222,339.5,131900
4501,-118.21,34.05,28,-0.771354913,357,1485,345,1.9271,1,2.7536231884,0.3757894737,1.9879518072,136400
4503,-118.2,34.05,43,-0.6728465348,317,1279,303,1.9615,1,3.8448844884,0.2721030043,1.7988748242,141700
4504,-118.2,34.05,40,-0.6815519264,323,1354,321,1.9205,1,3.5700934579,0.2818499127,1.8198924731,121900
4505,-118.2,34.05,40,-0.7108753506,318,1085,273,1.7054,1,3.9633699634,0.2939001848,2.4885321101,117200
4506,-118.2,34.05,42,-0.4263465002,586,2490,581,2.02,1,2.9311531842,0.3440986494,8.1639344262,147200
4507,-118.2,34.05,41,-0.625654149,398,1887,407,2.625,1,3.1154791155,0.3138801262,25.5,150000
4508,-118.19,34.05,43,-0.7589840934,266,1084,259,2.7708,1,3.7722007722,0.2722620266,5.5306122449,127900
4509,-118.19,34.05,41,-0.7035444945,264,1178,245,2.1058,1,4.4816326531,0.2404371585,2.0171232877,124300
4511,-118.19,34.04,45,-0.7653985924,234,1194,239,2.1806,1,4.0292887029,0.2429906542,3.262295082,134900
4513,-118.19,34.03,52,-0.7241625272,246,1036,249,2.1071,1,4.2289156627,0.2336182336,5.0536585366,136700
4514,-118.19,34.03,50,-0.6645993218,246,851,231,3.2639,1,5.1212121212,0.2079459003,4.2763819095,142600
4515,-118.2,34.04,52,-0.6343595406,307,1223,297,2.07,1,4.2053872054,0.2457966373,3.0049140049,136300
4517,-118.2,34.03,52,-0.4029793965,452,1849,445,2.3716,1,3.9415730337,0.2576966933,2.8446153846,122800
4518,-118.2,34.04,44,-0.5656327651,386,1419,373,1.8224,1,3.7506702413,0.2759113653,5.6987951807,143800
4519,-118.2,34.04,36,-0.4620844234,490,2003,478,2.181,1,3.39958159,0.3015384615,5.8567251462,147200
4520,-118.2,34.04,44,-0.4817860991,544,1998,515,1.6888,1,3.0718446602,0.3438685209,3.9880239521,125000
4521,-118.2,34.04,18,-0.8419144024,227,547,218,1.0333,1,3.6513761468,0.2851758794,1.1395833333,135400
4522,-118.21,34.04,36,-0.3704487228,479,2097,480,2.1862,1,3.8020833333,0.2624657534,4.8429561201,135300
4527,-118.22,34.05,43,-0.6783446769,411,1667,409,1.9402,1,2.8190709046,0.356461405,4.4335106383,139300
4528,-118.21,34.05,47,-0.8758196117,235,930,226,2.5455,1,3.1946902655,0.3254847645,2.8012048193,114300
4529,-118.22,34.04,43,-0.8409980454,308,1417,325,1.4189,1,2.4553846154,0.3859649123,5.0788530466,141700
4530,-118.22,34.05,44,-0.700337245,346,1598,372,1.2,1,2.9704301075,0.3131221719,7.0396475771,115600
4531,-118.22,34.04,43,-0.1331122583,803,2468,707,1.5163,1,3.3140028289,0.3427230047,8.4232081911,115000
4532,-118.21,34.04,43,-0.5184403793,477,1844,477,1.9405,1,3.1488469602,0.3175765646,7.40562249,152500
4533,-118.21,34.04,47,-0.6082433659,391,1499,346,2.2788,1,3.774566474,0.2993874426,3.223655914,139600
4536,-118.21,34.03,44,-0.4964478112,407,1718,403,2.5268,1,3.8461538462,0.2625806452,2.9569707401,141100
4537,-118.21,34.03,52,-0.9789097748,132,547,121,2.2083,1,4.1074380165,0.2655935614,0.4001463058,146300
4538,-118.21,34.03,47,-0.8052601222,228,872,231,2.2656,1,3.7922077922,0.2602739726,1.8793103448,145000
4539,-118.2,34.03,41,-0.6146578649,334,1150,322,1.925,1,4.0124223602,0.2585139319,15.3333333333,135200
4542,-118.2,34.03,37,-0.4813279206,392,1776,377,2.7266,1,4.198938992,0.2476310802,3.1322751323,140800
4543,-118.2,34.03,52,-0.9395064236,157,730,174,1.4115,1,3.3505747126,0.269296741,0.9125,140600
4544,-118.21,34.02,45,-0.8437471164,203,872,188,2.6875,1,4.2127659574,0.2563131313,2.7594936709,129700
4545,-118.19,34.02,44,0.0313738243,770,3260,721,2.3575,1,3.7475728155,0.2849740933,26.9421487603,144800
4546,-118.2,34.02,48,-0.1848864291,593,2419,598,2.3944,1,3.72909699,0.2659192825,4.5901328273,130700
4547,-118.2,34.02,26,-1.1901300647,9,35,9,1.625,1,4,0.25,0.037194474,175000
4548,-118.2,34.02,42,-0.9784515963,120,548,119,3.7543,1,4.1848739496,0.2409638554,0.6095661846,126600
4550,-118.21,34.02,43,-0.3768632219,513,2123,487,1.3615,1,3.7186858316,0.2832689122,3.8390596745,133300
