,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
4257,-118.35,34.1,18,0.6722767518,1301,2103,1116,2.325,1,3.6818996416,0.3166220492,1.8844086022,250000
4262,-118.34,34.1,28,-0.1936198404,752,1271,684,2.5434,1,3.25,0.3382816014,1.8581871345,232100
4263,-118.33,34.1,30,1.2158724915,2446,4123,2127,1.51,1,2.4884814292,0.4621197808,1.9384109074,187500
4264,-118.33,34.1,43,0.0400712336,1646,3049,1429,1.3157,1,1.9118264521,0.602489019,2.133659902,333300
4267,-118.3,34.1,35,2.2369509756,2961,5899,2769,1.9354,1,2.7146984471,0.3939071438,2.1303719754,340000
4269,-118.31,34.1,36,-0.1637771688,1033,3030,890,1.5328,1,2.5707865169,0.451486014,3.404494382,250000
4280,-118.31,34.09,37,-0.8593409743,435,835,312,1.8576,1,2.4775641026,435,2.6762820513,193800
4281,-118.32,34.09,32,-0.9557557592,191,626,185,2.0341,1,3.0432432432,0.3392539964,3.3837837838,250000
4296,-118.29,34.09,29,-0.185814834,792,2254,739,2.3317,1,3.0311231394,0.3535714286,3.050067659,172500
4300,-118.29,34.09,35,-0.2050977909,998,3441,912,2.0467,1,2.4100877193,0.4540491356,3.7730263158,158300
4301,-118.29,34.09,35,-0.009513513,1116,3548,1008,2.0132,1,2.6031746032,0.425304878,3.5198412698,198400
4317,-118.34,34.09,14,0.1778066406,999,1691,841,2.2,1,3.6052318668,0.3294854881,2.0107015458,210000
4319,-118.34,34.09,52,-0.4195059079,502,849,466,3.2946,1,3.7145922747,0.290005777,1.821888412,321600
4346,-118.37,34.12,34,0.0809327376,399,843,391,11.615,1,7.2148337596,0.141439206,2.1560102302,500001
4358,-118.36,34.08,40,0.2136178464,764,1557,763,1.9937,1,4.0760157274,0.245659164,2.0406290957,367100
4375,-118.28,34.1,49,-0.402977659,467,1066,438,3.0958,1,4.0342465753,0.2642897566,2.4337899543,210900
4389,-118.27,34.08,35,-0.6876308336,365,1016,296,2.3913,1,3.875,0.3182214473,3.4324324324,198800
4396,-118.28,34.08,52,-0.0825132787,773,2328,746,2.6178,1,3.3042895442,0.3135902637,3.1206434316,203100
4397,-118.27,34.08,43,-0.7725676679,253,658,244,3.2386,1,3.9426229508,0.262993763,2.6967213115,185000
4401,-118.28,34.08,39,0.2374919836,896,1934,818,2.875,1,3.8655256724,0.2833649589,2.3643031785,213500
4416,-118.25,34.09,52,-0.3575249747,470,1211,417,2.935,1,4.4748201439,0.2518756699,2.9040767386,189400
4420,-118.26,34.08,45,-0.1927016043,827,2699,792,1.9209,1,2.8093434343,0.3716853933,3.4078282828,179200
4422,-118.26,34.07,52,-0.833171247,200,701,189,2.7625,1,4.3915343915,0.2409638554,3.708994709,232100
4427,-118.25,34.07,18,0.7585909402,1420,4332,1286,2.2545,1,3.3413685848,0.3304631138,3.3685847589,192500
4433,-118.2,34.08,49,-0.6082034155,309,1405,328,2.4375,1,4.0243902439,0.2340909091,4.2835365854,114000
4437,-118.21,34.08,26,-0.0324694141,807,3163,802,1.9495,1,3.2094763092,0.3135198135,3.9438902743,173200
4451,-118.21,34.07,42,-0.8001147493,318,1312,323,1.9375,1,2.7925696594,0.3525498891,4.0619195046,168800
4460,-118.18,34.1,10,-0.3387011358,398,921,369,4.875,1,5.1680216802,0.2087047719,2.4959349593,200400
4461,-118.18,34.1,10,-0.323550241,445,763,412,4.975,1,4.7087378641,0.2293814433,1.8519417476,166700
4462,-118.18,34.1,7,-0.0531297252,689,1215,577,4.7853,1,4.3830155979,0.2724396995,2.1057192374,153100
4468,-118.19,34.06,44,-0.4181285538,364,1133,351,2.5132,1,4.9401709402,0.2099192618,3.2279202279,163100
4474,-118.18,34.08,33,-0.5857066324,408,1475,377,2.3281,1,3.6312997347,0.2980277575,3.9124668435,151900
4475,-118.16,34.08,43,-0.5150024567,378,1338,352,3.2031,1,4.3267045455,0.2481943533,3.8011363636,144600
4477,-118.17,34.08,33,-0.8235297685,231,936,228,3.375,1,3.7324561404,0.2714453584,4.1052631579,147500
4480,-118.16,34.07,41,-1.1008370546,55,925,50,3.5769,1,4.94,0.2226720648,18.5,135700
4482,-118.18,34.06,27,-0.284525209,565,2189,577,2.6083,1,3.5095320624,0.2790123457,3.7937608319,148600
4486,-118.2,34.06,40,-0.6720208208,335,1441,337,2.1136,1,3.5044510386,0.283657917,4.2759643917,111800
4493,-118.22,34.06,52,-1.1922015413,6,41,10,10.2264,1,4.8,0.125,4.1,112500
4494,-118.22,34.05,36,-0.6435555033,470,1668,444,1.0714,1,2.7995495495,0.3781174578,3.7567567568,137500
4497,-118.22,34.05,34,-0.7032408463,435,928,290,3.1654,1,3.8379310345,435,3.2,155000
4502,-118.21,34.05,45,-0.2289719282,607,2868,625,2.121,1,3.4336,0.2828518173,4.5888,144000
4510,-118.2,34.05,50,-0.5682601475,401,1526,385,2.29,1,3.6545454545,0.2850035537,3.9636363636,121800
4512,-118.19,34.04,40,-0.7115049708,305,1322,281,1.9688,1,3.896797153,0.2785388128,4.7046263345,150000
4516,-118.2,34.04,47,-0.3446696701,408,1629,379,3.7619,1,4.9973614776,0.2154171067,4.2981530343,127600
4523,-118.21,34.04,37,-0.8262844766,249,881,252,2.2454,1,3.3531746032,0.2946745562,3.496031746,165000
4524,-118.21,34.04,47,-0.6059078254,393,1557,352,2.8,1,3.7642045455,0.2966037736,4.4232954545,148400
4525,-118.21,34.05,28,-0.3690029253,809,3199,727,1.6319,1,2.5323246217,0.4394350896,4.4002751032,151600
4526,-118.21,34.04,52,-0.8258253586,271,1153,281,2.1923,1,3.0106761566,0.3203309693,4.103202847,155000
4534,-118.22,34.03,45,-0.9598878214,214,888,218,1.8125,1,2.5412844037,0.3862815884,4.0733944954,139600
4535,-118.21,34.03,45,-0.3602796829,472,1893,456,2.6573,1,4.0789473684,0.2537634409,4.1513157895,141800
4540,-118.2,34.02,49,-0.7101276167,317,1411,301,2.75,1,3.6478405316,0.2887067395,4.6877076412,146000
4541,-118.2,34.03,52,-0.8588818563,209,813,203,2.3472,1,3.8128078818,0.2700258398,4.0049261084,135200
4549,-118.21,34.02,52,-1.2041386099,7,55,7,7.5752,1,3.1428571429,0.3181818182,7.8571428571,67500
4553,-118.24,34.04,52,-1.1609815157,107,171,92,1.0769,1,1.2608695652,0.9224137931,1.8586956522,112500
4566,-118.26,34.07,40,-0.9020389505,273,995,249,2.2607,1,2.7309236948,0.4014705882,3.9959839357,165600
4571,-118.27,34.06,30,-0.4011411869,788,2188,764,1.5885,1,2.3180628272,0.444946358,2.8638743455,154200
4575,-118.27,34.07,33,-0.6738572929,468,1533,430,2.3981,1,2.7372093023,0.3976210705,3.5651162791,183300
4576,-118.28,34.07,41,-0.7220646853,331,1111,314,1.9233,1,3.4140127389,0.3087686567,3.5382165605,207100
4584,-118.27,34.06,25,-0.4273109143,1176,3723,1036,1.3241,1,1.6544401544,0.6861143524,3.5936293436,112500
4585,-118.27,34.06,45,-0.9552966412,353,1172,319,1.494,1,1.7680250784,0.6258865248,3.6739811912,187500
4593,-118.27,34.05,25,-0.6100398876,836,2796,784,1.7866,1,1.6785714286,0.6352583587,3.5663265306,325000
4602,-118.27,34.05,24,-1.0659440848,214,751,189,1.8304,1,1.708994709,0.6625386997,3.9735449735,225000
4606,-118.33,34.07,52,-0.1821418898,255,813,265,15.0001,1,8.4830188679,0.1134341637,3.0679245283,500001
4608,-118.34,34.06,52,-0.2551416555,309,883,281,7.4574,1,7.4341637011,0.147917664,3.1423487544,500001
4611,-118.29,34.07,19,0.1690833981,1118,2465,1008,2.5386,1,2.9890873016,0.3710587454,2.4454365079,290600
4623,-118.32,34.07,52,0.1539325034,366,967,359,11.2185,1,8.3008356546,0.1228187919,2.6935933148,500001
4624,-118.31,34.06,36,-1.0448246558,147,145,136,0.8804,1,2.7132352941,0.3983739837,1.0661764706,450000
4627,-118.32,34.06,52,-0.775781494,100,457,120,15.0001,1,7.9583333333,0.1047120419,3.8083333333,500001
4638,-118.29,34.06,27,-0.0866453409,1111,4137,1104,1.5954,1,2.2246376812,0.4523615635,3.7472826087,187500
4648,-118.31,34.06,52,-0.2390725247,756,1920,756,2.1435,1,2.8095238095,0.3559322034,2.5396825397,328900
4659,-118.32,34.05,42,0.3205923459,1183,3480,1146,1.9923,1,2.9171029668,0.3538737661,3.0366492147,250000
4665,-118.3,34.05,46,-0.577901626,457,1845,485,2.1414,1,2.8577319588,0.3297258297,3.8041237113,157700
4672,-118.29,34.05,11,-0.9034163046,370,1143,341,2.3864,1,1.9853372434,0.5465288035,3.3519061584,350000
4693,-118.36,34.07,52,-0.2748837305,451,944,435,3.4265,1,4.7034482759,0.2204301075,2.1701149425,456900
4695,-118.37,34.07,52,-0.206475145,435,884,432,5.24,1,5.0810185185,0.1981776765,2.0462962963,486400
4699,-118.38,34.08,25,0.9091816519,1307,1739,1191,3.3989,1,3.8832913518,0.2825945946,1.4601175483,485000
4700,-118.38,34.07,16,0.9959549583,1381,1897,1209,3.3725,1,3.9818031431,0.2868716244,1.5690653433,375000
4703,-118.35,34.06,52,0.3678815023,1360,1768,1245,2.4722,1,2.7678714859,0.3946604759,1.4200803213,500001
4706,-118.34,34.06,52,-0.264324016,417,826,377,3.5481,1,5.4880636605,0.2015466409,2.1909814324,396000
4721,-118.37,34.05,35,-0.0861862229,552,1159,523,3.0862,1,4.6978967495,0.2246642247,2.2160611855,345300
4722,-118.37,34.04,52,-0.6646749324,231,671,219,3.825,1,5.4657534247,0.1929824561,3.0639269406,278500
4726,-118.37,34.05,52,-0.1371483235,437,1121,400,4.0583,1,5.865,0.1862745098,2.8025,444300
4732,-118.36,34.04,49,-0.7574167731,184,462,194,2.7917,1,5.1288659794,0.1849246231,2.381443299,242000
4739,-118.38,34.05,49,-0.891938354,435,458,187,4.8958,1,3.7540106952,435,2.449197861,333600
4745,-118.36,34.05,45,-0.166072759,435,1093,475,2.5658,1,4.8063157895,435,2.3010526316,252000
4750,-118.34,34.05,52,-0.206934263,504,997,438,2.6654,1,5.0091324201,0.2297174111,2.2762557078,259400
4764,-118.36,34.04,48,-0.402059423,429,993,405,2.3214,1,4.3679012346,0.2425098926,2.4518518519,139400
4770,-118.35,34.04,41,-0.4718453625,423,1110,375,2.4635,1,4.312,0.2615955473,2.96,169400
4771,-118.35,34.03,44,-0.8171021162,208,537,183,1.9,1,4.7267759563,0.2404624277,2.9344262295,110900
4775,-118.34,34.04,42,-0.2914119793,494,1203,427,1.9408,1,4.7072599532,0.2457711443,2.8173302108,134600
4778,-118.33,34.03,33,-0.1518401002,624,1714,582,1.7377,1,3.9759450172,0.2696629213,2.9450171821,183900
4785,-118.32,34.03,47,-0.7174735051,198,455,193,3.0132,1,5.6062176166,0.1829944547,2.3575129534,223200
4788,-118.32,34.02,52,-0.0613938496,587,1660,546,2.6098,1,4.5989010989,0.2337714058,3.0402930403,127100
4790,-118.32,34.02,47,-0.4576127038,346,1120,338,2.0042,1,4.875739645,0.2099514563,3.3136094675,114200
4792,-118.33,34.02,46,-0.5127068666,391,933,366,2.1979,1,4.174863388,0.2558900524,2.5491803279,125700
4793,-118.33,34.03,46,-0.1527583363,625,1552,603,1.6429,1,3.8341625207,0.2703287197,2.5737976783,125000
4796,-118.35,34.03,49,-0.1426577398,530,1334,447,1.89,1,5.2214765101,0.2270779777,2.9843400447,124000
4799,-118.35,34.03,42,-0.2762610846,512,1634,501,1.9928,1,4.0778443114,0.2506118453,3.2614770459,125400
4800,-118.36,34.03,36,-0.7170143871,342,1023,295,2.1324,1,3.6711864407,0.3157894737,3.4677966102,143800
4802,-118.36,34.03,38,-0.5714739736,376,1139,315,2.2368,1,4.4444444444,0.2685714286,3.6158730159,120000
4805,-118.37,34.03,43,-0.5944298748,287,811,307,3.3636,1,4.3973941368,0.2125925926,2.6416938111,140900
4808,-118.34,34.02,50,-0.676152883,261,685,260,3.1442,1,4.5076923077,0.2226962457,2.6346153846,130300
4817,-118.29,34.05,40,-0.7978191592,349,1426,323,1.8571,1,2.8080495356,0.3847850055,4.4148606811,143800
4819,-118.3,34.04,50,-0.4075688393,522,2080,488,1.7225,1,3.6004098361,0.297097325,4.262295082,180000
4823,-118.31,34.05,35,-0.2927893334,571,1513,554,2.1162,1,3.6227436823,0.2845042352,2.7310469314,229200
4825,-118.31,34.04,33,0.0212473946,726,2390,681,2.4048,1,3.9515418502,0.2697881828,3.5095447871,208300
4828,-118.32,34.03,31,-0.2014248468,501,1194,435,1.9531,1,5.0712643678,0.2271078876,2.7448275862,227800
4833,-118.29,34.04,44,-0.323091123,579,2049,535,2.0405,1,3.6280373832,0.2982998454,3.8299065421,143000
4843,-118.29,34.03,22,0.3068188052,1235,2381,1063,0.7473,1,3.1166509878,0.3727739209,2.2398871119,168800
4846,-118.31,34.03,52,-0.3409967259,406,1233,385,2.8295,1,4.9402597403,0.2134595163,3.2025974026,132200
4867,-118.28,34.04,25,-0.4879144934,780,2390,719,1.4167,1,2.2002781641,0.4930467762,3.3240611961,200000
4870,-118.28,34.03,41,-0.3267640672,791,3121,719,1.8539,1,2.6884561892,0.4092084842,4.3407510431,147500
4872,-118.28,34.04,48,-0.5159206928,513,1772,458,2.2232,1,3.3209606987,0.3372781065,3.8689956332,162500
4889,-118.26,34.02,41,-0.8249071226,323,1428,313,1.5603,1,2.7092651757,0.3808962264,4.5623003195,109600
4890,-118.26,34.02,39,-0.8937748261,232,1046,228,2.2356,1,3.0614035088,0.3323782235,4.5877192982,119500
4892,-118.25,34.02,33,-0.4447573992,525,2564,515,2.1957,1,3.254368932,0.3132458234,4.9786407767,100800
4894,-118.25,34.02,32,-0.6123354777,410,1792,396,2.3304,1,3.3106060606,0.3127383677,4.5252525253,119900
4900,-118.25,34.01,45,-0.8552089121,270,1030,235,1.0898,1,3.3276595745,0.3452685422,4.3829787234,93400
4904,-118.25,34.01,30,-0.7725676679,291,1280,263,1.4464,1,3.6577946768,0.3024948025,4.8669201521,110200
4905,-118.26,34.01,38,-0.8942339441,208,749,206,1.4653,1,3.3834951456,0.2984218077,3.6359223301,118800
4913,-118.27,34.01,47,-0.7913915068,264,881,221,1.4327,1,4.1674208145,0.2866449511,3.9864253394,114100
4914,-118.27,34.01,43,-0.6472284475,385,1745,372,2.0817,1,3.3198924731,0.3117408907,4.6908602151,113300
4918,-118.26,34.01,43,-0.2138210334,682,2624,609,1.8641,1,3.5779967159,0.312987609,4.3087027915,108200
4923,-118.25,34,41,-0.402518541,475,1721,474,1.303,1,3.7299578059,0.2686651584,3.6308016878,90400
4925,-118.24,34,23,-0.9442778086,157,716,173,1.2056,1,3.3988439306,0.2670068027,4.1387283237,87500
4930,-118.24,33.99,41,-0.559996023,372,1803,353,1.6731,1,4.0368271955,0.2610526316,5.1076487252,88200
4938,-118.26,33.99,47,-0.3579840927,465,1916,438,1.8242,1,4.2579908676,0.2493297587,4.3744292237,95000
4947,-118.3,34.02,27,-0.2087707351,626,1768,528,1.2446,1,4.1477272727,0.2858447489,3.3484848485,103800
4955,-118.31,34.02,46,-0.1963745485,489,1227,448,1.6851,1,4.9486607143,0.2205683356,2.7388392857,108800
4957,-118.31,34.01,52,-0.0448656008,475,1417,444,1.8214,1,5.7364864865,0.1864939144,3.1914414414,123200
4964,-118.28,34.01,34,-0.1559721624,775,2450,740,1.7143,1,3.1148648649,0.3362255965,3.3108108108,132000
4968,-118.29,34.01,30,-0.578360744,518,1730,472,1.0539,1,2.9343220339,0.3740072202,3.6652542373,142500
4969,-118.28,34.01,50,-0.0200732275,794,3080,770,1.8656,1,3.3779220779,0.3052672049,4,122900
4970,-118.28,34,43,-0.8868880557,245,880,237,1.2065,1,3.0084388186,0.3436185133,3.7130801688,103600
4980,-118.29,34,52,-0.6086625335,295,898,271,2.7727,1,4.8671586716,0.2236542835,3.3136531365,128600
4998,-118.28,33.99,46,-0.0310920601,703,2446,687,1.275,1,3.7510917031,0.2727978269,3.5604075691,98300
5001,-118.28,33.99,49,-0.2161166235,481,1861,484,1.7159,1,4.4917355372,0.22125115,3.8450413223,95000
5009,-118.33,34.01,47,-0.6082034155,259,653,291,3.7727,1,4.5360824742,0.1962121212,2.2439862543,193000
5016,-118.32,34,50,-0.2092298532,460,1097,469,2.4583,1,4.6673773987,0.2101416172,2.3390191898,120900
5018,-118.33,34,47,-0.8354668371,187,416,173,2.3333,1,4.7687861272,0.2266666667,2.4046242775,133300
5021,-118.32,33.99,49,-0.5682601475,269,889,283,1.9779,1,4.9717314488,0.1911869225,3.1413427562,114200
5023,-118.33,33.99,46,-0.4879144934,315,777,286,3.2083,1,5.5314685315,0.1991150442,2.7167832168,149600
5039,-118.35,33.98,47,-0.0609347316,461,1082,426,3.8235,1,5.896713615,0.1835191083,2.5399061033,207600
5057,-118.35,34.02,34,1.1814386398,1576,3538,1371,1.5143,1,3.8059810357,0.3020314297,2.5805981036,118800
5065,-118.29,33.98,41,-0.4879144934,416,1422,370,1.0516,1,4.2756756757,0.2629582807,3.8432432432,108300
5067,-118.3,33.99,44,-0.5448451283,326,1159,283,1.1645,1,5.1519434629,0.2235939643,4.0954063604,98200
5069,-118.3,33.98,44,-0.481027723,388,902,321,1.9556,1,4.9750778816,0.2429555416,2.8099688474,93300
5072,-118.31,33.99,49,-0.8207750603,196,694,228,2.895,1,3.7587719298,0.2287047841,3.0438596491,108000
5079,-118.29,33.98,48,-0.6981905481,231,783,223,3.4444,1,5.0403587444,0.2055160142,3.5112107623,93100
5082,-118.3,33.98,48,-0.2969213956,410,1176,382,3.0455,1,5.2303664921,0.2052052052,3.0785340314,102400
5089,-118.28,33.98,19,-0.8088379917,313,726,277,0.9809,1,3.1877256318,0.3544733862,2.6209386282,121400
5092,-118.28,33.97,31,-0.2881981532,566,2063,521,1.9219,1,3.8714011516,0.2806147744,3.9596928983,107000
5095,-118.3,33.97,46,-0.559996023,317,1140,304,3.375,1,4.6875,0.2224561404,3.75,98500
5100,-118.31,33.97,47,-0.26570137,422,1156,380,2.7917,1,5.4368421053,0.2042594385,3.0421052632,125800
5102,-118.31,33.97,48,-0.5067383323,314,819,312,3.0917,1,4.9391025641,0.2037637897,2.625,136100
5112,-118.31,33.96,48,-0.2891163892,356,1020,338,4.0625,1,5.9615384615,0.176674938,3.0177514793,138700
5115,-118.3,33.96,43,-0.2918710974,442,1095,439,2.8299,1,4.576309795,0.2200099552,2.4943052392,109500
5116,-118.3,33.96,39,0.0722094952,618,1524,529,2.6518,1,5.2967863894,0.2205567452,2.8809073724,136300
5119,-118.28,33.97,34,0.0579768365,802,2782,715,1.6652,1,3.8755244755,0.2894261999,3.8909090909,99000
5122,-118.31,33.96,52,-0.0558844333,460,1167,413,3.0625,1,6.1089588378,0.1823226318,2.8256658596,127400
5126,-118.27,33.98,30,-0.3116131724,584,2028,535,1.625,1,3.6747663551,0.2970498474,3.7906542056,101500
5134,-118.26,33.97,46,-0.6196813661,351,1120,323,1.7121,1,4.0092879257,0.271042471,3.4674922601,98200
5137,-118.26,33.97,46,-0.715637033,249,880,250,1.5962,1,4.344,0.229281768,3.52,95700
5139,-118.28,33.97,40,-0.2133619154,642,2464,631,1.5521,1,3.4548335975,0.2944954128,3.9049128368,90100
5141,-118.28,33.97,38,-0.3791035218,497,2110,499,1.6027,1,3.6452905812,0.2732270478,4.2284569138,97300
5147,-118.26,33.96,39,-0.638046087,323,902,327,1.5812,1,3.8379204893,0.2573705179,2.7584097859,94000
5149,-118.27,33.97,34,-0.5430086562,394,1310,351,1.1557,1,4.1652421652,0.269493844,3.7321937322,90100
5152,-118.27,33.95,39,-0.5122477486,358,1154,357,1.2091,1,4.2829131653,0.2341399608,3.2324929972,97900
5154,-118.26,33.95,44,-0.519593637,369,1088,344,1.2969,1,4.398255814,0.2438863186,3.1627906977,94400
5155,-118.26,33.96,39,-0.5062792143,375,1256,361,1.7167,1,4.271468144,0.2431906615,3.4792243767,100000
5163,-118.29,33.95,32,-0.8832151115,205,842,208,1.6029,1,3.4663461538,0.2843273232,4.0480769231,89700
5165,-118.29,33.95,40,0.0749642033,695,2357,627,1.9655,1,4.4784688995,0.2475071225,3.7591706539,102300
5167,-118.28,33.94,43,-0.6628384603,292,840,252,2.7917,1,4.7658730159,0.2431307244,3.3333333333,105600
5170,-118.27,33.95,43,-0.6834987713,291,1074,299,1.8814,1,3.8662207358,0.2517301038,3.5919732441,94900
5171,-118.27,33.94,30,-0.736297344,275,877,270,1.5268,1,3.8555555556,0.2641690682,3.2481481481,91600
5188,-118.27,33.93,41,-0.9525419331,135,466,121,2.6458,1,4.7107438017,0.2368421053,3.8512396694,91300
5191,-118.27,33.93,36,-0.5407130661,369,1247,347,1.8191,1,4.2276657061,0.2515337423,3.5936599424,92700
5203,-118.28,33.94,44,-0.4654177102,338,1197,355,3.0788,1,4.5943661972,0.2072348253,3.3718309859,100000
5204,-118.28,33.93,42,-0.342833198,460,1503,429,2.5179,1,4.4242424242,0.2423603793,3.5034965035,97400
5215,-118.25,33.94,44,-0.5425495382,312,940,312,2.3333,1,4.6891025641,0.2132604238,3.0128205128,99800
5218,-118.23,33.95,37,0.010228562,671,2865,683,0.6831,1,3.9048316252,0.2515935508,4.1947291362,87500
5220,-118.24,33.95,37,-0.9162716092,147,653,147,1.4792,1,4.4149659864,0.2265023112,4.4421768707,97500
5223,-118.25,33.95,28,-0.2335631084,435,1799,476,1.5427,1,4.487394958,435,3.7794117647,95700
5225,-118.25,33.95,25,-0.8634730365,200,801,220,1.1384,1,3.4727272727,0.2617801047,3.6409090909,100000
5226,-118.25,33.93,40,-0.7665991336,270,1068,270,0.9889,1,3.6111111111,0.2769230769,3.9555555556,87500
5232,-118.24,33.93,32,-0.8565862662,201,861,219,1.0625,1,3.5570776256,0.2580231065,3.9315068493,89800
5234,-118.24,33.94,39,-0.656410808,273,1211,265,1.7212,1,4.5849056604,0.224691358,4.5698113208,95500
5235,-118.23,33.94,39,-0.6903855417,258,1313,234,2.0187,1,4.8760683761,0.2261174408,5.6111111111,90100
5238,-118.24,33.94,30,-0.7826682644,211,1071,204,1.2679,1,4.6078431373,0.2244680851,5.25,92000
5242,-118.39,34.12,29,1.7456946905,1012,2184,960,8.2816,1,6.715625,0.1569722351,2.275,500001
5243,-118.4,34.11,32,1.3467211282,753,1567,697,15.0001,1,8.0028694405,0.1349946217,2.2482065997,500001
5244,-118.42,34.12,27,-0.2551416555,303,654,270,12.3767,1,7.737037037,0.1450454763,2.4222222222,500001
5257,-118.48,34.07,37,0.6415158442,549,1318,542,12.8665,1,7.4575645756,0.1358238496,2.4317343173,500001
5260,-118.51,34.11,29,2.9237915386,1117,2919,1061,13.947,1,8.4948162111,0.1239320981,2.7511781338,500001
5265,-118.57,34.09,14,2.4449314402,1142,2926,1096,11.2866,1,7.2718978102,0.1432873275,2.6697080292,500001
5266,-118.54,34.05,33,1.8976627563,1092,2540,1052,8.565,1,6.4429657795,0.1611094718,2.4144486692,500001
5268,-118.56,34.03,34,-0.2523869474,343,662,299,8.2934,1,7.0066889632,0.1637231504,2.2140468227,500001
5273,-118.52,34.04,43,-0.2193304497,254,761,256,13.6842,1,8.46484375,0.1172127365,2.97265625,500001
5285,-118.47,34.05,25,0.0203291585,719,1229,663,3.5909,1,4.0558069382,0.2673856452,1.8536953243,500001
5287,-118.46,34.05,21,0.4564912808,1002,1489,983,4.6197,1,3.7019328586,0.275350371,1.514750763,387500
5288,-118.47,34.05,22,1.1800612857,1193,2048,1121,4.7009,1,4.6520963426,0.2287631831,1.8269402319,500001
5291,-118.49,34.05,45,-0.5962663469,214,415,209,7.0285,1,6.4401913876,0.1589895988,1.985645933,500001
5299,-118.44,34.06,14,-0.9754978342,292,282,213,2.2857,1,2.441314554,0.5615384615,1.323943662,500001
5301,-118.45,34.07,19,1.010187617,1609,3751,1539,1.583,1,3.1481481481,0.3320949432,2.4372969461,350000
5315,-118.42,34.06,40,0.1323539563,565,1077,536,6.1527,1,5.4720149254,0.1926355268,2.0093283582,500001
5320,-118.42,34.06,52,-0.3506382044,334,640,321,6.871,1,5.8598130841,0.1775651249,1.9937694704,500001
5322,-118.43,34.05,52,-0.4369523928,290,727,305,6.7115,1,5.5508196721,0.1712935617,2.3836065574,500001
5324,-118.44,34.05,20,1.5142992067,1538,2492,1429,4.1141,1,4.1588523443,0.258791856,1.7438768369,305000
5328,-118.45,34.04,22,0.3095735133,1045,1848,940,3.6673,1,3.5308510638,0.3148538716,1.9659574468,283300
5329,-118.45,34.04,23,0.5170948599,1321,2031,1241,2.7679,1,3.0386784851,0.3503049589,1.6365834005,277500
5335,-118.46,34.04,25,-0.2308084003,718,1390,699,3.0069,1,3.0643776824,0.335200747,1.9885550787,325000
5337,-118.46,34.04,17,0.0386938795,897,1404,758,3.1235,1,3.6002638522,0.3286918285,1.8522427441,420800
5338,-118.46,34.04,31,-0.010890867,707,1632,673,3.287,1,3.8945022288,0.2697443724,2.4249628529,348100
5340,-118.45,34.03,45,-0.8804604034,168,520,175,2.6528,1,4.1542857143,0.2310866575,2.9714285714,300000
5342,-118.44,34.04,49,-1.1995474297,7,14,7,2.1875,1,4.5714285714,0.21875,2,225000
5343,-118.44,34.04,16,-1.205975082,6,3,4,0.536,1,4.5,0.3333333333,0.75,350000
5348,-118.41,34.05,16,3.2520609253,2211,3026,1899,5.8758,1,5.1226961559,0.2272820724,1.5934702475,500001
5352,-118.4,34.04,40,-0.2597328357,268,720,282,9.272,1,7.3723404255,0.1289081289,2.5531914894,500001
5357,-118.39,34.05,35,-0.0857271049,576,1047,554,4.0283,1,4.4368231047,0.2343368592,1.8898916968,412500
5367,-118.39,34.04,44,-0.3543111486,286,635,283,5.5951,1,6.6183745583,0.1526962093,2.2438162544,461300
5377,-118.39,34.04,52,-0.5292351155,277,666,289,4.7386,1,5.1626297578,0.1856568365,2.3044982699,340400
5378,-118.39,34.04,49,-0.6495240376,279,669,269,3.9038,1,4.5724907063,0.2268292683,2.4869888476,308300
5388,-118.41,34.02,16,1.46012328,1866,3390,1752,3.0965,1,3.3247716895,0.3203433476,1.9349315068,320000
5398,-118.42,34.03,45,-0.6348322609,223,637,221,5.0866,1,5.7104072398,0.176703645,2.8823529412,427300
5401,-118.43,34.03,26,-0.4309838585,516,894,435,3.1875,1,3.9218390805,0.3024618992,2.0551724138,372700
5406,-118.44,34.03,37,-0.7665991336,189,489,202,4.2434,1,4.8267326733,0.1938461538,2.4207920792,331000
5408,-118.45,34.03,41,-0.6449328574,320,711,304,3.3482,1,4.0789473684,0.2580645161,2.3388157895,318100
5410,-118.44,34.03,41,-0.6798258272,265,561,251,4.2411,1,4.6374501992,0.2276632302,2.235059761,350900
5414,-118.45,34.01,37,-0.6045304713,250,626,228,5.8666,1,5.8245614035,0.188253012,2.7456140351,440100
5423,-118.42,34.03,44,-0.9254539697,131,326,156,4.5278,1,4.0320512821,0.2082670906,2.0897435897,374300
5426,-118.42,34.02,34,-0.1844374799,444,973,413,4.9676,1,5.4309927361,0.1979491752,2.3559322034,414100
5427,-118.42,34.02,28,0.2397875737,737,1248,665,3.1941,1,4.762406015,0.2327123461,1.8766917293,394700
5428,-118.42,34.02,34,0.1608192737,942,2626,947,2.2402,1,3.1626187962,0.314524207,2.772967265,450000
5433,-118.41,34.02,19,0.9445337397,1472,2636,1334,3.3955,1,3.5247376312,0.3130582731,1.976011994,225000
5434,-118.41,34.02,27,-0.1931607223,618,1594,625,3.0833,1,3.5584,0.2778776978,2.5504,315500
5443,-118.45,34,39,-0.3377828997,359,867,345,4.7,1,5.5333333333,0.1880565741,2.5130434783,334700
5446,-118.44,34,22,1.4587459259,1707,3335,1585,3.1579,1,3.6731861199,0.2931982137,2.1041009464,243100
